id,Réseau Social,Class,Commentaire client
606,Facebook,3,ههههه الجديد لي نستناوه منكم خبر ``ارواح تدي المودام تاعك`` فقط  
607,Facebook,3,علابالنا بصوت السيد داك لي ماتيش عارف اسمو
608,Facebook,3,غير الخلايع
609,Facebook,3,من باعد تلقاها تخفيظ 1 دينار جزائري عشرين دورو على الاشتراك 
610,Facebook,3,عمال وعاملات إتصالات الجزائر 58 ولاية وقتاش درتو حاجة تصلح يرحم والديكم
611,Facebook,3,عمال وعاملات إتصالات الجزائر 58 ولاية ماشكيتش اقرب 
612,Facebook,3,Kamel Dahmane الفايبر؟ مستحيل كامل عاجبتهم
613,Facebook,3,متا ثلا
614,Facebook,3,زعما وشنو الحاجة الهايلة لي كانت من قبل !؟ 😐والو 
615,Facebook,3,أسوأ متعامل في العالم بكل جدارة و إستحقاق
616,Facebook,3,2025 مزالنا روطار
617,Instagram,3,dabr rask 300 mega raj3hali 350 😂
618,Facebook,3,الخلاياع....
619,Facebook,3,افشل منظومة
620,Facebook,3,Amine Abderrahmane جت العين ولا وش
621,Facebook,3,هانا نستناو هذوا قهاوي هذا ستار حليب هههه 
622,Facebook,3,Abderraouf Derdakh لا حول ولا قوة
623,Facebook,3,ادا خاص بالفيبر قي مكلاه تسموه جديد.
624,Youtube,3, هذي عصابة مشي مؤسسة 
625,Youtube,3, غير الكذب والهف   انا عندي قريب شهر ملي خلصت تكاليف ربط منزلي بخط تابت والى الليوم مكان والو  
626,Facebook,3,ولات !؟ 
627,Facebook,3,على 4 تاع لعشية 🙄 
628,Facebook,3,ولات ليهم. 
629,Facebook,3,ازربو قولونا ماعندناش الوقت 
630,Instagram,3,Depuis 62 وان نسنا
631,Facebook,3,ركبوها قبل و من بعد ساهل الجديد لجاي رانا كرهنا أوي أوي أوي 
632,Facebook,3,هكذاك قلشونا مين ذاك 🙃 
633,Facebook,3,Halim Messast ايه لمهم يبعدو شمال برك راه كلش ليهم 
634,Facebook,3,نفرح كي كون الجديد و نبكي كي كون الفرق كبير في كتابة الجهد الإستهلاك ضعيف عندي. 
635,Facebook,3,هاذي باينة زيدو تكسرونا راسنا بهاذاك المودام، الى ما كاش جديد لصحاب ADSL غير خلونا م الخرطي نتاعكم 
636,Facebook,3,راهي ولات معناها قديمة مش جديدة
637,Facebook,3,متخلعونيش رايحين تمدولنا ليموظام wifi6
638,Facebook,3,من اللي نوضو و حنا نستنو رانا موالفين
639,Facebook,3,Moussa Zaiter والله حتى انا اطيتها من الخدمة قلت نروح مشري واحد ليوم صبح ني خدمة ني قضيان الصوالح هههه
640,Facebook,3,Moussa Zaiter غير اشري ومتسناش خاطر سور العرض لي جاي لصحاب fiber هه
641,Facebook,3,Bilal Ath رورو Marouane Oz
642,Facebook,3,من أيام الVLL ونحن ننتظر مفاجأة مفرحة ولم نتحصل سوى على المفاجعات الصادمة
643,Facebook,3,من نفس السنة ؟
644,Facebook,3,نظن زيادة في الفواتير ،هذا هو الجديد المفاجئ والمشوق
645,Facebook,3,Sahraoui Tam زادو حتى في ليكويس وقيلا
646,Facebook,3,الحلزونة يما الحلزونة
647,Facebook,3,رايحين يفتحو كونكور كيما سوناطراك ( كاشما فالمنام خاوتي )
648,Facebook,3,لى حساب الشوفة جبتو ليمودام 😁😁😁
649,Facebook,3,سرعة 256 راهي ولات ليكم هههههه
650,Facebook,3,الحاجة لي ما عرفتها هدي (نيهاد ليلى شهيندة....) واش تعني 
651,Facebook,3,ههههه الجديد هو بيعولنا المودام الجيل 6 بالفاسيليتي راهم غالين بزاااف
652,Facebook,3,باين راح يرجعو لي برومو تاع نهاية العام
653,Facebook,3, تردو غير على لي يطبللكملي يدير انتقاد و يطلب حقو تلعبوها مشفتوهش
654,Facebook,3,جماعة المودام 4G يسناو ولا يروحو يلعبو شواين
655,Facebook,3,خردة على خردة.
656,Facebook,3,هذي هي المفاجأة
657,Facebook,3,واحد ميهدرش خير
658,Facebook,3,يااخي حنا مزال ملحقنا والز ونتا تقولي اشترك باش نشترك بكواغط ضو ولا لماء
659,Facebook,3,والله ضحكتوني قالو واش خصك يا لعمى قالهم خصني لكحل نفس حكاية معاكم
660,Facebook,3,المؤسسة تاعكم راهي تمد عروض وهمية
661,Facebook,3,هههه مام مكانش 
662,Facebook,3,"منذ العصر ""الجاهليّ"" ما طورتم في عروضها..!"
663,Facebook,3,كي إيزيد نسموه بوزيد
664,Facebook,3,Hhh.. les promotions uniquement pour ceux qui possèdent la fibre .prix bas.les modems gratuit ect........
665,Facebook,3,ارواح ڨالك متحتاجش المودام كونيكتي بالكونتور نتاع التريسيتي
666,Facebook,3,Walid Belkacem هرمنا
667,Facebook,3,مالا جابو لي مودام
668,Facebook,3,مودام من العصر الجاهلي ويفي4 ما يفوتش 100 ميقا
669,Facebook,3,بخرو و عودو يخي عرض
670,Facebook,3,تسمى حنا ماشي بنادم 
671,Facebook,3,شحال تهدرو فالمواقع والواقع مكان والو علاش تديرو اشهار ونتوما متقدروش توفرو الخدمة منين يروحو الناس تقولولهم معندناش ليمودام اين المصداقية اين الحرفية اين المودام
672,Facebook,3,جماعة ADSL تابعين ماروك تليكوم
673,Facebook,3,هاتولنا الفيبر واحنا اللي نخلصوكم اتمسخرو اتمسخرو
674,Facebook,3,واش الفايدة كي تديرو العرض هذا وهو الفيبر اصلا مش لاحقنا
675,Facebook,3,الروس خدم صاروخ من روسيا الا انجلترا 15 دقيقة يوصلونحنا الفيبر من 2015 حتى 2025 ومزال وموصلش 
676,Facebook,3,كي يلحقنا فايبر خلونا نندهش بالعروض .
677,Facebook,3,Seif El Islam Bouchoul hna akhouya nasyinaa lwa3ra 3am whna nsnaw f zte modem fibre maban walo
678,Facebook,3,هما نتوما متحسوش ولا كيفاه
679,Facebook,3,عندكم احساس و لا شريوه كما قالو خوتنا لمصريين
680,Facebook,3,بخرو بيها هذا العرض
681,Facebook,3,و جماعت ال ADSL ماعندهمش الحق في لبلاد؟؟؟؟
682,Facebook,3,و حنا تع ADSL علاش مكاش شهر لول 500ميغا
683,Facebook,3,قاعدين غير للكذب المودام ماكانش وهوما يقولك عرض ترويجي . من بعد تجيك رسالة يقولك تقرب للوكالة القريبة لحيكم . العاب العقل
684,Facebook,3,علاه ديرو اشهار لحاجة ما كانش اصلا؟
685,Facebook,3,عرض ترويجي الفايبر الذي اصلا لا يوجد عند 80٪ من شعب الجزائري انا جيبولي فايبر وانا نخلصم مليون و نشري مودام من عندي
686,Facebook,3,مفهمناش هذي الوكالة لمدام مكانش وهما يديرو في عروض
687,Facebook,3,ههههه والي مودام مكاش
688,Facebook,3,وجماعة الAdsl غنى عليهم المناعي
689,Facebook,3,بيعولي واحد ب 500 دينار، انا مشترك معاكم
690,Facebook,3,اتصالات الجزائر ربي يهديكم ....ربي يهديكم ربي يهديكم ربي يهديكم .....ربي يهديكم
691,Facebook,3,انترنت الخورطي
692,Facebook,3,هذا هو جديد مالا 
693,Facebook,3,مودام مجاني بصح المودام مكانش ترويج تع لمهابل
694,Facebook,3,ياله من عرض مغري لكن أنا واحد من الملايين الذين ليس لديهم ألياف بصرية ومازلنا بالنحاس ولم تفكر الشركة في خفض أسعار أشتراكهم على الأقل 😡😡😡🤬🤬🤬🤬
695,Facebook,3,غير ناس الفيبر راهم عايشين حنا ادياسال مناش معنيين في شركتكم 
696,Facebook,3,نخلعت
697,Facebook,3,تمسخروا بالناس
698,Facebook,3,يزيد و نسموه بوزيد
699,Facebook,3,Islem Boudechiche وجد روحك
700,Facebook,3,Joseph Lampard مكنش لي مودام هههه
701,Facebook,3,هههه ما فريتوهاش مع العرض الاول رايحين لعرض جديد و حابين تكسبو ثقة الزبون ياخي حالة
702,Facebook,3,🤣🤣🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣
703,Facebook,3,Rahim Hou ههه‍هه شهر جويلية حنا من ديسمبر اللي فات
704,Facebook,3,والله غير عيب تقريب عام لمودام فيبر مكانش والله مصرات فالموزمبيق
705,Facebook,3,كيفاه حي كامل واصل ليه علب الفيبر و ماكانش الموديم !!! كيفاه راكم تخمو
706,Facebook,3,ياخي مصيبة هادو عايشين معانا و لا مع جيرانا
707,Facebook,3,Akram Brahim ايه زيد حلهالهم مليح باش يطلعو فالسوما ويغلو علينا
708,Facebook,3,ههههه نخلص مليون عادي كون يركبونا الفيبر 😂😂😂😂😂 كرهنا من 144p
709,Facebook,3,هاذ هي المفاجآة اخدمو لديزال واخطونا من المفاجئات راكم قاطلعونا فادم
710,Facebook,3,لا صدق لا مصداقية
711,Facebook,3,Zinedz Souigat لا جد ماليكم هههه
712,Facebook,3,وين راهي.في الاحلام
713,Facebook,3,تهدرو فرات ، لضرك لا شفناه الفيبر هذا
714,Facebook,3,Mohamed Tal فاتنا القطار ههههه
715,Facebook,3,رجلاوي 
716,Facebook,3,أفشل مؤسسة في العالم بسبب عدم وجود المنافسة وسياسة دز معاهم
717,Facebook,3,Vale Vale قول كلمة راني نتعبت وانا نرد عليهم وجوه البق
718,Facebook,3,قلي أسامة كومنتار جاي من كوكب كوميديا 
719,Facebook,3,العبد الفقير والله تقول ماراناش في نفس البلاد يديرون عروض و المودام مكانش حلل وناقش لا حول ولا قوة الا بالله العلي العظيم
720,Facebook,3,الواحد مالقا وش يقول ....
721,Facebook,3,الناس اللي عندها الفيبر بصحتها حنا مازالنا في العصور الجاهلية
722,Facebook,3,Tayeb Salim ايه عندنا لفيبر وعندنا لمودام بصح ريزو لالا والله كرهولنا وكي تريكلامي يقولك اصبر شهرين وحنا صابرين
723,Instagram,3,Mythomanes comme d habitude
724,Instagram,3,@abdr.amine اندب اندب
725,Instagram,3,Air de France - Bouzareah mafihach ❌️. Dkakna fiha 🙆‍♀️
726,Instagram,3,@ramzi_ammr ble3 nta kerchek kbira
